GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,total_population
G4500790,1870,South Carolina,450,Richland,790,Richland,23025
G4500830,1870,South Carolina,450,Spartanburg,830,Spartanburg,25784
G4500850,1870,South Carolina,450,Sumter,850,Sumter,25268
G4500870,1870,South Carolina,450,Union,870,Union,19248
G4500890,1870,South Carolina,450,Williamsburg,890,Williamsburg,15489
G4500910,1870,South Carolina,450,York,910,York,24286
G4700010,1870,Tennessee,470,Anderson,10,Anderson,8704
G4700030,1870,Tennessee,470,Bedford,30,Bedford,24333
G4700050,1870,Tennessee,470,Benton,50,Benton,8234
G4700070,1870,Tennessee,470,Bledsoe,70,Bledsoe,4870
G4700090,1870,Tennessee,470,Blount,90,Blount,14237
G4700110,1870,Tennessee,470,Bradley,110,Bradley,11652
G4700130,1870,Tennessee,470,Campbell,130,Campbell,7445
G4700150,1870,Tennessee,470,Cannon,150,Cannon,10502
G4700170,1870,Tennessee,470,Carroll,170,Carroll,19447
G4700190,1870,Tennessee,470,Carter,190,Carter,7909
G4700210,1870,Tennessee,470,Cheatham,210,Cheatham,6678
G4700250,1870,Tennessee,470,Claiborne,250,Claiborne,9321
G4700290,1870,Tennessee,470,Cocke,290,Cocke,12458
G4700310,1870,Tennessee,470,Coffee,310,Coffee,10237
G4700350,1870,Tennessee,470,Cumberland,350,Cumberland,3461
G4700370,1870,Tennessee,470,Davidson,370,Davidson,62897
G4700390,1870,Tennessee,470,Decatur,390,Decatur,7772
G4700410,1870,Tennessee,470,DeKalb,410,De Kalb,11425
G4700430,1870,Tennessee,470,Dickson,430,Dickson,9340
G4700450,1870,Tennessee,470,Dyer,450,Dyer,13706
G4700470,1870,Tennessee,470,Fayette,470,Fayette,26145
G4700490,1870,Tennessee,470,Fentress,490,Fentress,4717
G4700510,1870,Tennessee,470,Franklin,510,Franklin,14970
G4700530,1870,Tennessee,470,Gibson,530,Gibson,25666
G4700550,1870,Tennessee,470,Giles,550,Giles,32413
G4700570,1870,Tennessee,470,Grainger,570,Grainger,12421
G4700590,1870,Tennessee,470,Greene,590,Greene,21668
G4700610,1870,Tennessee,470,Grundy,610,Grundy,3250
G4700650,1870,Tennessee,470,Hamilton,650,Hamilton,17241
G4700670,1870,Tennessee,470,Hancock,670,Hancock,7148
G4700690,1870,Tennessee,470,Hardeman,690,Hardeman,18074
G4700710,1870,Tennessee,470,Hardin,710,Hardin,11768
G4700730,1870,Tennessee,470,Hawkins,730,Hawkins,15837
G4700750,1870,Tennessee,470,Haywood,750,Haywood,25094
G4700770,1870,Tennessee,470,Henderson,770,Henderson,14217
G4700790,1870,Tennessee,470,Henry,790,Henry,20380
G4700810,1870,Tennessee,470,Hickman,810,Hickman,9856
G4700850,1870,Tennessee,470,Humphreys,850,Humphreys,9326
G4700870,1870,Tennessee,470,Jackson,870,Jackson,12583
G4700890,1870,Tennessee,470,Jefferson,890,Jefferson,19476
G4700910,1870,Tennessee,470,Johnson,910,Johnson,5852
G4700930,1870,Tennessee,470,Knox,930,Knox,28990
G4700950,1870,Tennessee,470,Lake,950,Lake,2428
G4700970,1870,Tennessee,470,Lauderdale,970,Lauderdale,10838
G4700990,1870,Tennessee,470,Lawrence,990,Lawrence,7601
G4701010,1870,Tennessee,470,Lewis,1010,Lewis,1986
G4701030,1870,Tennessee,470,Lincoln,1030,Lincoln,28050
G4701070,1870,Tennessee,470,McMinn,1070,Mcminn,13969
G4701090,1870,Tennessee,470,McNairy,1090,Mcnairy,12726
G4701110,1870,Tennessee,470,Macon,1110,Macon,6633
G4701130,1870,Tennessee,470,Madison,1130,Madison,23480
G4701150,1870,Tennessee,470,Marion,1150,Marion,6841
G4701170,1870,Tennessee,470,Marshall,1170,Marshall,16207
G4701190,1870,Tennessee,470,Maury,1190,Maury,36289
G4701210,1870,Tennessee,470,Meigs,1210,Meigs,4511
G4701230,1870,Tennessee,470,Monroe,1230,Monroe,12589
G4701250,1870,Tennessee,470,Montgomery,1250,Montgomery,24747
G4701290,1870,Tennessee,470,Morgan,1290,Morgan,2969
G4701310,1870,Tennessee,470,Obion,1310,Obion,15584
G4701330,1870,Tennessee,470,Overton,1330,Overton,11297
G4701350,1870,Tennessee,470,Perry,1350,Perry,6925
G4701390,1870,Tennessee,470,Polk,1390,Polk,7369
G4701410,1870,Tennessee,470,Putnam,1410,Putnam,8698
G4701430,1870,Tennessee,470,Rhea,1430,Rhea,5538
G4701450,1870,Tennessee,470,Roane,1450,Roane,15622
G4701470,1870,Tennessee,470,Robertson,1470,Robertson,16166
G4701490,1870,Tennessee,470,Rutherford,1490,Rutherford,33289
G4701510,1870,Tennessee,470,Scott,1510,Scott,4054
G4701530,1870,Tennessee,470,Sequatchie,1530,Sequatchie,2335
G4701550,1870,Tennessee,470,Sevier,1550,Sevier,11028
G4701570,1870,Tennessee,470,Shelby,1570,Shelby,76378
G4701590,1870,Tennessee,470,Smith,1590,Smith,15994
G4701610,1870,Tennessee,470,Stewart,1610,Stewart,12019
G4701630,1870,Tennessee,470,Sullivan,1630,Sullivan,13136
G4701650,1870,Tennessee,470,Sumner,1650,Sumner,23711
G4701670,1870,Tennessee,470,Tipton,1670,Tipton,14884
G4701730,1870,Tennessee,470,Union,1730,Union,7605
G4701750,1870,Tennessee,470,Van Buren,1750,Van Buren,2725
G4701770,1870,Tennessee,470,Warren,1770,Warren,12714
G4701790,1870,Tennessee,470,Washington,1790,Washington,16317
G4701810,1870,Tennessee,470,Wayne,1810,Wayne,10209
G4701830,1870,Tennessee,470,Weakley,1830,Weakley,20755
G4701850,1870,Tennessee,470,White,1850,White,9375
G4701870,1870,Tennessee,470,Williamson,1870,Williamson,25328
G4701890,1870,Tennessee,470,Wilson,1890,Wilson,25881
G4800010,1870,Texas,480,Anderson,10,Anderson,9229
G4800050,1870,Texas,480,Angelina,50,Angelina,3985
G4800090,1870,Texas,480,Archer,90,Archer,
G4800130,1870,Texas,480,Atascosa,130,Atascosa,2915
G4800150,1870,Texas,480,Austin,150,Austin,15087
G4800190,1870,Texas,480,Bandera,190,Bandera,649
G4800210,1870,Texas,480,Bastrop,210,Bastrop,12290
G4800230,1870,Texas,480,Baylor,230,Baylor,
G4800250,1870,Texas,480,Bee,250,Bee,1082
G4800270,1870,Texas,480,Bell,270,Bell,9771
G4800290,1870,Texas,480,Bexar,290,Bexar,16043
G4800295,1870,Texas,480,Bexar District,295,Bexar District,1077
G4800310,1870,Texas,480,Blanco,310,Blanco,1187
G4800350,1870,Texas,480,Bosque,350,Bosque,4981
G4800370,1870,Texas,480,Bowie,370,Bowie,4684
G4800390,1870,Texas,480,Brazoria,390,Brazoria,7527
G4800410,1870,Texas,480,Brazos,410,Brazos,9205
G4800490,1870,Texas,480,Brown,490,Brown,544
G4800510,1870,Texas,480,Burleson,510,Burleson,8072
G4800530,1870,Texas,480,Burnet,530,Burnet,3688
G4800550,1870,Texas,480,Caldwell,550,Caldwell,6572
G4800570,1870,Texas,480,Calhoun,570,Calhoun,3443
G4800590,1870,Texas,480,Callahan,590,Callahan,
G4800610,1870,Texas,480,Cameron,610,Cameron,10999
G4800710,1870,Texas,480,Chambers,710,Chambers,1503
G4800730,1870,Texas,480,Cherokee,730,Cherokee,11079
G4800770,1870,Texas,480,Clay,770,Clay,
G4800830,1870,Texas,480,Coleman,830,Coleman,347
G4800850,1870,Texas,480,Collin,850,Collin,14013
G4800890,1870,Texas,480,Colorado,890,Colorado,8326
G4800910,1870,Texas,480,Comal,910,Comal,5283
G4800930,1870,Texas,480,Comanche,930,Comanche,1001
G4800950,1870,Texas,480,Concho,950,Concho,
G4800970,1870,Texas,480,Cooke,970,Cooke,5315
G4800990,1870,Texas,480,Coryell,990,Coryell,4124
G4801130,1870,Texas,480,Dallas,1130,Dallas,13314
G4801135,1870,Texas,480,Davis,1135,Davis,8875
G4801210,1870,Texas,480,Denton,1210,Denton,7251
G4801230,1870,Texas,480,DeWitt,1230,De Witt,6443
G4801270,1870,Texas,480,Dimmit,1270,Dimmit,109
G4801310,1870,Texas,480,Duval,1310,Duval,1083
G4801330,1870,Texas,480,Eastland,1330,Eastland,88
G4801370,1870,Texas,480,Edwards,1370,Edwards,
G4801390,1870,Texas,480,Ellis,1390,Ellis,7514
G4801410,1870,Texas,480,El Paso,1410,El Paso,3671
G4801415,1870,Texas,480,Encinal,1415,Encinal,427
G4801430,1870,Texas,480,Erath,1430,Erath,1801
G4801450,1870,Texas,480,Falls,1450,Falls,9851
G4801470,1870,Texas,480,Fannin,1470,Fannin,13207
G4801490,1870,Texas,480,Fayette,1490,Fayette,16863
G4801570,1870,Texas,480,Fort Bend,1570,Fort Bend,7114
G4801610,1870,Texas,480,Freestone,1610,Freestone,8139
G4801630,1870,Texas,480,Frio,1630,Frio,309
G4801670,1870,Texas,480,Galveston,1670,Galveston,15290
G4801710,1870,Texas,480,Gillespie,1710,Gillespie,3566
G4801750,1870,Texas,480,Goliad,1750,Goliad,3628
G4801770,1870,Texas,480,Gonzales,1770,Gonzales,8951
G4801810,1870,Texas,480,Grayson,1810,Grayson,14387
G4801850,1870,Texas,480,Grimes,1850,Grimes,13218
G4801870,1870,Texas,480,Guadalupe,1870,Guadalupe,7282
G4801930,1870,Texas,480,Hamilton,1930,Hamilton,733
G4801970,1870,Texas,480,Hardeman,1970,Hardeman,
G4801990,1870,Texas,480,Hardin,1990,Hardin,1460
G4802010,1870,Texas,480,Harris,2010,Harris,17375
G4802030,1870,Texas,480,Harrison,2030,Harrison,13241
G4802070,1870,Texas,480,Haskell,2070,Haskell,
G4802090,1870,Texas,480,Hays,2090,Hays,4088
G4802130,1870,Texas,480,Henderson,2130,Henderson,6786
G4802150,1870,Texas,480,Hidalgo,2150,Hidalgo,2387
G4802170,1870,Texas,480,Hill,2170,Hill,7453
G4802210,1870,Texas,480,Hood,2210,Hood,2585
G4802230,1870,Texas,480,Hopkins,2230,Hopkins,12651
G4802250,1870,Texas,480,Houston,2250,Houston,8147
G4802310,1870,Texas,480,Hunt,2310,Hunt,10291
G4802370,1870,Texas,480,Jack,2370,Jack,694
G4802390,1870,Texas,480,Jackson,2390,Jackson,2278
G4802410,1870,Texas,480,Jasper,2410,Jasper,4218
G4802450,1870,Texas,480,Jefferson,2450,Jefferson,1906
G4802510,1870,Texas,480,Johnson,2510,Johnson,4923
G4802530,1870,Texas,480,Jones,2530,Jones,
G4802550,1870,Texas,480,Karnes,2550,Karnes,1705
G4802570,1870,Texas,480,Kaufman,2570,Kaufman,6895
G4802590,1870,Texas,480,Kendall,2590,Kendall,1536
G4802650,1870,Texas,480,Kerr,2650,Kerr,1042
G4802670,1870,Texas,480,Kimble,2670,Kimble,72
G4802710,1870,Texas,480,Kinney,2710,Kinney,1204
G4802750,1870,Texas,480,Knox,2750,Knox,
G4802770,1870,Texas,480,Lamar,2770,Lamar,15790
G4802810,1870,Texas,480,Lampasas,2810,Lampasas,1344
G4802830,1870,Texas,480,La Salle,2830,La Salle,69
G4802850,1870,Texas,480,Lavaca,2850,Lavaca,9168
G4802890,1870,Texas,480,Leon,2890,Leon,6523
G4802910,1870,Texas,480,Liberty,2910,Liberty,4414
G4802930,1870,Texas,480,Limestone,2930,Limestone,8591
G4802970,1870,Texas,480,Live Oak,2970,Live Oak,852
G4802990,1870,Texas,480,Llano,2990,Llano,1379
G4803070,1870,Texas,480,McCulloch,3070,Mcculloch,173
G4803090,1870,Texas,480,McLennan,3090,Mclennan,13500
G4803110,1870,Texas,480,McMullen,3110,Mcmullen,230
G4803130,1870,Texas,480,Madison,3130,Madison,4061
G4803150,1870,Texas,480,Marion,3150,Marion,8562
G4803190,1870,Texas,480,Mason,3190,Mason,678
G4803210,1870,Texas,480,Matagorda,3210,Matagorda,3377
G4803230,1870,Texas,480,Maverick,3230,Maverick,1951
G4803250,1870,Texas,480,Medina,3250,Medina,2078
G4803270,1870,Texas,480,Menard,3270,Menard,667
G4803310,1870,Texas,480,Milam,3310,Milam,8984
G4803370,1870,Texas,480,Montague,3370,Montague,890
G4803390,1870,Texas,480,Montgomery,3390,Montgomery,6483
G4803470,1870,Texas,480,Nacogdoches,3470,Nacogdoches,9614
G4803490,1870,Texas,480,Navarro,3490,Navarro,8879
G4803510,1870,Texas,480,Newton,3510,Newton,2187
G4803550,1870,Texas,480,Nueces,3550,Nueces,3975
G4803610,1870,Texas,480,Orange,3610,Orange,1255
G4803630,1870,Texas,480,Palo Pinto,3630,Palo Pinto,
G4803650,1870,Texas,480,Panola,3650,Panola,10119
G4803670,1870,Texas,480,Parker,3670,Parker,4186
G4803730,1870,Texas,480,Polk,3730,Polk,8707
G4803770,1870,Texas,480,Presidio,3770,Presidio,1636
G4803870,1870,Texas,480,Red River,3870,Red River,10653
G4803910,1870,Texas,480,Refugio,3910,Refugio,2324
G4803950,1870,Texas,480,Robertson,3950,Robertson,9990
G4803990,1870,Texas,480,Runnels,3990,Runnels,
G4804010,1870,Texas,480,Rusk,4010,Rusk,16916
G4804030,1870,Texas,480,Sabine,4030,Sabine,3256
G4804050,1870,Texas,480,San Augustine,4050,San Augustine,4196
G4804090,1870,Texas,480,San Patricio,4090,San Patricio,602
G4804110,1870,Texas,480,San Saba,4110,San Saba,1425
G4804170,1870,Texas,480,Shackelford,4170,Shackelford,455
G4804190,1870,Texas,480,Shelby,4190,Shelby,5732
G4804230,1870,Texas,480,Smith,4230,Smith,16532
G4804270,1870,Texas,480,Starr,4270,Starr,4154
G4804290,1870,Texas,480,Stephens,4290,Stephens,330
G4804390,1870,Texas,480,Tarrant,4390,Tarrant,5788
G4804410,1870,Texas,480,Taylor,4410,Taylor,
G4804470,1870,Texas,480,Throckmorton,4470,Throckmorton,
G4804490,1870,Texas,480,Titus,4490,Titus,11339
G4804530,1870,Texas,480,Travis,4530,Travis,13153
G4804550,1870,Texas,480,Trinity,4550,Trinity,4141
G4804570,1870,Texas,480,Tyler,4570,Tyler,5010
G4804590,1870,Texas,480,Upshur,4590,Upshur,12039
G4804630,1870,Texas,480,Uvalde,4630,Uvalde,851
G4804670,1870,Texas,480,Van Zandt,4670,Van Zandt,6494
G4804690,1870,Texas,480,Victoria,4690,Victoria,4860
G4804710,1870,Texas,480,Walker,4710,Walker,9776
G4804770,1870,Texas,480,Washington,4770,Washington,23104
G4804790,1870,Texas,480,Webb,4790,Webb,2615
G4804810,1870,Texas,480,Wharton,4810,Wharton,3426
G4804850,1870,Texas,480,Wichita,4850,Wichita,
G4804870,1870,Texas,480,Wilbarger,4870,Wilbarger,
G4804910,1870,Texas,480,Williamson,4910,Williamson,6368
G4804930,1870,Texas,480,Wilson,4930,Wilson,2556
G4804970,1870,Texas,480,Wise,4970,Wise,1450
G4804990,1870,Texas,480,Wood,4990,Wood,6894
G4805030,1870,Texas,480,Young,5030,Young,135
G4805050,1870,Texas,480,Zapata,5050,Zapata,1488
G4805070,1870,Texas,480,Zavala,5070,Zavala,133
G4950015,1870,Utah Territory,495,Beaver,15,Beaver,2007
G4950035,1870,Utah Territory,495,Box Elder,35,Box Elder,4855
G4950055,1870,Utah Territory,495,Cache,55,Cache,8229
G4950115,1870,Utah Territory,495,Davis,115,Davis,4459
G4950295,1870,Utah Territory,495,Iron,295,Iron,2277
G4950315,1870,Utah Territory,495,Juab,315,Juab,2034
G4950335,1870,Utah Territory,495,Kane,335,Kane,1513
G4950375,1870,Utah Territory,495,Millard,375,Millard,2753
G4950395,1870,Utah Territory,495,Morgan,395,Morgan,1972
G4950415,1870,Utah Territory,495,Piute,415,Piute,82
G4950435,1870,Utah Territory,495,Rich,435,Rich,1955
G4950495,1870,Utah Territory,495,Salt Lake,495,Salt Lake,18337
G4950535,1870,Utah Territory,495,Sanpete,535,Sanpete,6786
G4950555,1870,Utah Territory,495,Sevier,555,Sevier,19
G4950595,1870,Utah Territory,495,Summit,595,Summit,2512
G4950615,1870,Utah Territory,495,Tooele,615,Tooele,2177
G4950675,1870,Utah Territory,495,Utah,675,Utah,12203
G4950715,1870,Utah Territory,495,Wasatch,715,Wasatch,1244
G4950735,1870,Utah Territory,495,Washington,735,Washington,3064
G4950755,1870,Utah Territory,495,Weber,755,Weber,7858
G5000010,1870,Vermont,500,Addison,10,Addison,23484
G5000030,1870,Vermont,500,Bennington,30,Bennington,21325
G5000050,1870,Vermont,500,Caledonia,50,Caledonia,22235
G5000070,1870,Vermont,500,Chittenden,70,Chittenden,36480
G5000090,1870,Vermont,500,Essex,90,Essex,6811
G5000110,1870,Vermont,500,Franklin,110,Franklin,30291
G5000130,1870,Vermont,500,Grand Isle,130,Grand Isle,4082
G5000150,1870,Vermont,500,Lamoille,150,Lamoille,12448
G5000170,1870,Vermont,500,Orange,170,Orange,23090
G5000190,1870,Vermont,500,Orleans,190,Orleans,21035
G5000210,1870,Vermont,500,Rutland,210,Rutland,40651
G5000230,1870,Vermont,500,Washington,230,Washington,26520
G5000250,1870,Vermont,500,Windham,250,Windham,26036
G5000270,1870,Vermont,500,Windsor,270,Windsor,36063
G5100010,1870,Virginia,510,Accomack,10,Accomack,20409
G5100030,1870,Virginia,510,Albemarle,30,Albemarle,27544
G5100035,1870,Virginia,510,Alexandria,35,Alexandria,16755
G5100050,1870,Virginia,510,Alleghany,50,Alleghany,3674
G5100070,1870,Virginia,510,Amelia,70,Amelia,9878
G5100090,1870,Virginia,510,Amherst,90,Amherst,14900
G5100110,1870,Virginia,510,Appomattox,110,Appomattox,8950
G5100150,1870,Virginia,510,Augusta,150,Augusta,28763
G5100170,1870,Virginia,510,Bath,170,Bath,3795
G5100190,1870,Virginia,510,Bedford,190,Bedford,25327
G5100210,1870,Virginia,510,Bland,210,Bland,4000
G5100230,1870,Virginia,510,Botetourt,230,Botetourt,11329
G5100250,1870,Virginia,510,Brunswick,250,Brunswick,13427
G5100270,1870,Virginia,510,Buchanan,270,Buchanan,3777
G5100290,1870,Virginia,510,Buckingham,290,Buckingham,13371
G5100310,1870,Virginia,510,Campbell,310,Campbell,28384
G5100330,1870,Virginia,510,Caroline,330,Caroline,15128
G5100350,1870,Virginia,510,Carroll,350,Carroll,9147
G5100360,1870,Virginia,510,Charles City,360,Charles City,4975
G5100370,1870,Virginia,510,Charlotte,370,Charlotte,14513
G5100410,1870,Virginia,510,Chesterfield,410,Chesterfield,18470
G5100430,1870,Virginia,510,Clarke,430,Clarke,6670
G5100450,1870,Virginia,510,Craig,450,Craig,2942
G5100470,1870,Virginia,510,Culpeper,470,Culpeper,12227
G5100490,1870,Virginia,510,Cumberland,490,Cumberland,8142
G5100530,1870,Virginia,510,Dinwiddie,530,Dinwiddie,30702
G5100550,1870,Virginia,510,Elizabeth City,550,Elizabeth City,8303
G5100570,1870,Virginia,510,Essex,570,Essex,9927
G5100590,1870,Virginia,510,Fairfax,590,Fairfax,12952
G5100610,1870,Virginia,510,Fauquier,610,Fauquier,19690
G5100630,1870,Virginia,510,Floyd,630,Floyd,9824
G5100650,1870,Virginia,510,Fluvanna,650,Fluvanna,9875
G5100670,1870,Virginia,510,Franklin,670,Franklin,18264
G5100690,1870,Virginia,510,Frederick,690,Frederick,16596
G5100710,1870,Virginia,510,Giles,710,Giles,5875
G5100730,1870,Virginia,510,Gloucester,730,Gloucester,10211
G5100750,1870,Virginia,510,Goochland,750,Goochland,10313
G5100770,1870,Virginia,510,Grayson,770,Grayson,9587
G5100790,1870,Virginia,510,Greene,790,Greene,4634
G5100810,1870,Virginia,510,Greensville,810,Greensville,6362
G5100830,1870,Virginia,510,Halifax,830,Halifax,27828
G5100850,1870,Virginia,510,Hanover,850,Hanover,16455
G5100870,1870,Virginia,510,Henrico,870,Henrico,66179
G5100890,1870,Virginia,510,Henry,890,Henry,12303
G5100910,1870,Virginia,510,Highland,910,Highland,4151
G5100930,1870,Virginia,510,Isle Of Wight,930,Isle Of Wight,8320
G5100950,1870,Virginia,510,James City,950,James City,4425
G5100970,1870,Virginia,510,King And Queen,970,King And Queen,9709
G5100990,1870,Virginia,510,King George,990,King George,5742
G5101010,1870,Virginia,510,King William,1010,King William,7515
G5101030,1870,Virginia,510,Lancaster,1030,Lancaster,5355
G5101050,1870,Virginia,510,Lee,1050,Lee,13268
G5101070,1870,Virginia,510,Loudoun,1070,Loudoun,20929
G5101090,1870,Virginia,510,Louisa,1090,Louisa,16332
G5101110,1870,Virginia,510,Lunenburg,1110,Lunenburg,10403
G5101130,1870,Virginia,510,Madison,1130,Madison,8670
G5101150,1870,Virginia,510,Mathews,1150,Matthews,6200
G5101170,1870,Virginia,510,Mecklenburg,1170,Mecklenburg,21318
G5101190,1870,Virginia,510,Middlesex,1190,Middlesex,4981
G5101210,1870,Virginia,510,Montgomery,1210,Montgomery,12556
G5101230,1870,Virginia,510,Nansemond,1230,Nansemond,11576
G5101250,1870,Virginia,510,Nelson,1250,Nelson,13898
G5101270,1870,Virginia,510,New Kent,1270,New Kent,4381
G5101290,1870,Virginia,510,Norfolk,1290,Norfolk,46702
G5101310,1870,Virginia,510,Northampton,1310,Northampton,8046
G5101330,1870,Virginia,510,Northumberland,1330,Northumberland,6863
G5101350,1870,Virginia,510,Nottoway,1350,Nottoway,9291
G5101370,1870,Virginia,510,Orange,1370,Orange,10396
G5101390,1870,Virginia,510,Page,1390,Page,8462
G5101410,1870,Virginia,510,Patrick,1410,Patrick,10161
G5101430,1870,Virginia,510,Pittsylvania,1430,Pittsylvania,31343
G5101450,1870,Virginia,510,Powhatan,1450,Powhatan,7667
G5101470,1870,Virginia,510,Prince Edward,1470,Prince Edward,12004
G5101490,1870,Virginia,510,Prince George,1490,Prince George,7820
G5101510,1870,Virginia,510,Princess Anne,1510,Princess Anne,8273
G5101530,1870,Virginia,510,Prince William,1530,Prince William,7504
G5101550,1870,Virginia,510,Pulaski,1550,Pulaski,6538
G5101570,1870,Virginia,510,Rappahannock,1570,Rappahannock,8261
G5101590,1870,Virginia,510,Richmond,1590,Richmond,6503
G5101610,1870,Virginia,510,Roanoke,1610,Roanoke,9350
G5101630,1870,Virginia,510,Rockbridge,1630,Rockbridge,16058
G5101650,1870,Virginia,510,Rockingham,1650,Rockingham,23668
G5101670,1870,Virginia,510,Russell,1670,Russell,11103
G5101690,1870,Virginia,510,Scott,1690,Scott,13036
G5101710,1870,Virginia,510,Shenandoah,1710,Shenandoah,14936
G5101730,1870,Virginia,510,Smyth,1730,Smyth,8898
G5101750,1870,Virginia,510,Southampton,1750,Southampton,12285
G5101770,1870,Virginia,510,Spotsylvania,1770,Spotsylvania,11728
G5101790,1870,Virginia,510,Stafford,1790,Stafford,6420
G5101810,1870,Virginia,510,Surry,1810,Surry,5585
G5101830,1870,Virginia,510,Sussex,1830,Sussex,7885
G5101850,1870,Virginia,510,Tazewell,1850,Tazewell,10791
G5101870,1870,Virginia,510,Warren,1870,Warren,5716
G5101890,1870,Virginia,510,Warwick,1890,Warwick,1672
G5101910,1870,Virginia,510,Washington,1910,Washington,16816
G5101930,1870,Virginia,510,Westmoreland,1930,Westmoreland,7682
G5101950,1870,Virginia,510,Wise,1950,Wise,4785
G5101970,1870,Virginia,510,Wythe,1970,Wythe,11611
G5101990,1870,Virginia,510,York,1990,York,7198
G5350015,1870,Washington Territory,535,Chihallis,15,Chihallis,401
G5350035,1870,Washington Territory,535,Clallam,35,Clallam,408
G5350055,1870,Washington Territory,535,Clark,55,Clark,3081
G5350095,1870,Washington Territory,535,Cowlitz,95,Cowlitz,730
G5350115,1870,Washington Territory,535,Island,115,Island,626
G5350135,1870,Washington Territory,535,Jefferson,135,Jefferson,1268
G5350155,1870,Washington Territory,535,King,155,King,2120
G5350175,1870,Washington Territory,535,Kitsap,175,Kitsap,866
G5350195,1870,Washington Territory,535,Klikatat,195,Klikatat,329
G5350215,1870,Washington Territory,535,Lewis,215,Lewis,888
G5350235,1870,Washington Territory,535,Mason,235,Mason,289
G5350255,1870,Washington Territory,535,Pacific,255,Pacific,738
G5350275,1870,Washington Territory,535,Pierce,275,Pierce,1409
G5350295,1870,Washington Territory,535,The Disputed Islands,295,The Disputed Islands,554
G5350355,1870,Washington Territory,535,Skamania,355,Skamania,133
G5350395,1870,Washington Territory,535,Snohomish,395,Snohomish,599
G5350435,1870,Washington Territory,535,Stevens,435,Stevens,734
G5350455,1870,Washington Territory,535,Thurston,455,Thurston,2246
G5350475,1870,Washington Territory,535,Wahkiakum,475,Wahkiakum,270
G5350495,1870,Washington Territory,535,Walla Walla,495,Walla Walla,5300
G5350515,1870,Washington Territory,535,Whatcom,515,Whatcom,534
G5350555,1870,Washington Territory,535,Yakima,555,Yakima,432
G5400010,1870,West Virginia,540,Barbour,10,Barbour,10312
G5400030,1870,West Virginia,540,Berkeley,30,Berkeley,14900
G5400050,1870,West Virginia,540,Boone,50,Boone,4553
G5400070,1870,West Virginia,540,Braxton,70,Braxton,6480
G5400090,1870,West Virginia,540,Brooke,90,Brooke,5464
G5400110,1870,West Virginia,540,Cabell,110,Cabell,6429
G5400130,1870,West Virginia,540,Calhoun,130,Calhoun,2939
G5400150,1870,West Virginia,540,Clay,150,Clay,2196
G5400170,1870,West Virginia,540,Doddridge,170,Doddridge,7076
G5400190,1870,West Virginia,540,Fayette,190,Fayette,6647
G5400210,1870,West Virginia,540,Gilmer,210,Gilmer,4338
G5400230,1870,West Virginia,540,Grant,230,Grant,4467
G5400250,1870,West Virginia,540,Greenbrier,250,Greenbrier,11417
G5400270,1870,West Virginia,540,Hampshire,270,Hampshire,7643
G5400290,1870,West Virginia,540,Hancock,290,Hancock,4363
G5400310,1870,West Virginia,540,Hardy,310,Hardy,5518
G5400330,1870,West Virginia,540,Harrison,330,Harrison,16714
G5400350,1870,West Virginia,540,Jackson,350,Jackson,10300
G5400370,1870,West Virginia,540,Jefferson,370,Jefferson,13219
G5400390,1870,West Virginia,540,Kanawha,390,Kanawha,22349
G5400410,1870,West Virginia,540,Lewis,410,Lewis,10175
G5400430,1870,West Virginia,540,Lincoln,430,Lincoln,5053
G5400450,1870,West Virginia,540,Logan,450,Logan,5124
G5400470,1870,West Virginia,540,McDowell,470,Mcdowell,1952
G5400490,1870,West Virginia,540,Marion,490,Marion,12107
G5400510,1870,West Virginia,540,Marshall,510,Marshall,14941
G5400530,1870,West Virginia,540,Mason,530,Mason,15978
G5400550,1870,West Virginia,540,Mercer,550,Mercer,7064
G5400570,1870,West Virginia,540,Mineral,570,Mineral,6332
G5400610,1870,West Virginia,540,Monongalia,610,Monongalia,13547
G5400630,1870,West Virginia,540,Monroe,630,Monroe,11124
G5400650,1870,West Virginia,540,Morgan,650,Morgan,4315
G5400670,1870,West Virginia,540,Nicholas,670,Nicholas,4458
G5400690,1870,West Virginia,540,Ohio,690,Ohio,28831
G5400710,1870,West Virginia,540,Pendleton,710,Pendleton,6455
G5400730,1870,West Virginia,540,Pleasants,730,Pleasants,3012
G5400750,1870,West Virginia,540,Pocahontas,750,Pocahontas,4069
G5400770,1870,West Virginia,540,Preston,770,Preston,14555
G5400790,1870,West Virginia,540,Putnam,790,Putnam,7794
G5400810,1870,West Virginia,540,Raleigh,810,Raleigh,3673
G5400830,1870,West Virginia,540,Randolph,830,Randolph,5563
G5400850,1870,West Virginia,540,Ritchie,850,Ritchie,9055
G5400870,1870,West Virginia,540,Roane,870,Roane,7232
G5400910,1870,West Virginia,540,Taylor,910,Taylor,9367
G5400930,1870,West Virginia,540,Tucker,930,Tucker,1907
G5400950,1870,West Virginia,540,Tyler,950,Tyler,7832
G5400970,1870,West Virginia,540,Upshur,970,Upshur,8023
G5400990,1870,West Virginia,540,Wayne,990,Wayne,7852
G5401010,1870,West Virginia,540,Webster,1010,Webster,1730
G5401030,1870,West Virginia,540,Wetzel,1030,Wetzel,8595
G5401050,1870,West Virginia,540,Wirt,1050,Wirt,4804
G5401070,1870,West Virginia,540,Wood,1070,Wood,19000
