GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,total_population,total_white,free_black,total_slave
G0100010,1850,Alabama,10,Autauga,10,Autauga,15023,6274,19,8730
G0100030,1850,Alabama,10,Baldwin,30,Baldwin,4414,2100,96,2218
G0100050,1850,Alabama,10,Barbour,50,Barbour,23632,12842,10,10780
G0100055,1850,Alabama,10,Benton,55,Benton,17163,13397,3,3763
G0100070,1850,Alabama,10,Bibb,70,Bibb,9969,7097,11,2861
G0100090,1850,Alabama,10,Blount,90,Blount,7367,6941,0,426
G0100130,1850,Alabama,10,Butler,130,Butler,10836,7162,35,3639
G0100170,1850,Alabama,10,Chambers,170,Chambers,23960,12784,18,11158
G0100190,1850,Alabama,10,Cherokee,190,Cherokee,13884,12170,23,1691
G0100230,1850,Alabama,10,Choctaw,230,Choctaw,8389,4620,0,3769
G0100250,1850,Alabama,10,Clarke,250,Clarke,9786,4901,9,4876
G0100310,1850,Alabama,10,Coffee,310,Coffee,5940,5380,3,557
G0100350,1850,Alabama,10,Conecuh,350,Conecuh,9322,4925,3,4394
G0100370,1850,Alabama,10,Coosa,370,Coosa,14543,10414,9,4120
G0100390,1850,Alabama,10,Covington,390,Covington,3645,3077,88,480
G0100450,1850,Alabama,10,Dale,450,Dale,6382,5622,3,757
G0100470,1850,Alabama,10,Dallas,470,Dallas,29727,7461,8,22258
G0100490,1850,Alabama,10,DeKalb,490,Dekalb,8245,7730,9,506
G0100570,1850,Alabama,10,Fayette,570,Fayette,9681,8451,9,1221
G0100590,1850,Alabama,10,Franklin,590,Franklin,19610,11398,15,8197
G0100630,1850,Alabama,10,Greene,630,Greene,31441,9265,49,22127
G0100655,1850,Alabama,10,Hancock,655,Hancock,1542,1480,0,62
G0100670,1850,Alabama,10,Henry,670,Henry,9019,6776,1,2242
G0100710,1850,Alabama,10,Jackson,710,Jackson,14088,11754,42,2292
G0100730,1850,Alabama,10,Jefferson,730,Jefferson,8989,6714,8,2267
G0100770,1850,Alabama,10,Lauderdale,770,Lauderdale,17172,11097,60,6015
G0100790,1850,Alabama,10,Lawrence,790,Lawrence,15258,8342,64,6852
G0100830,1850,Alabama,10,Limestone,830,Limestone,16483,8399,21,8063
G0100850,1850,Alabama,10,Lowndes,850,Lowndes,21915,7258,8,14649
G0100870,1850,Alabama,10,Macon,870,Macon,26898,11286,16,15596
G0100890,1850,Alabama,10,Madison,890,Madison,26427,11937,164,14326
G0100910,1850,Alabama,10,Marengo,910,Marengo,27831,7101,37,20693
G0100930,1850,Alabama,10,Marion,930,Marion,7833,6922,3,908
G0100950,1850,Alabama,10,Marshall,950,Marshall,8846,7952,26,868
G0100970,1850,Alabama,10,Mobile,970,Mobile,27600,17303,941,9356
G0100990,1850,Alabama,10,Monroe,990,Monroe,12013,5648,40,6325
G0101010,1850,Alabama,10,Montgomery,1010,Montgomery,29711,10169,115,19427
G0101030,1850,Alabama,10,Morgan,1030,Morgan,10125,6637,51,3437
G0101050,1850,Alabama,10,Perry,1050,Perry,22285,8342,26,13917
G0101070,1850,Alabama,10,Pickens,1070,Pickens,21512,10972,6,10534
G0101090,1850,Alabama,10,Pike,1090,Pike,15920,12102,24,3794
G0101110,1850,Alabama,10,Randolph,1110,Randolph,11581,10616,29,936
G0101130,1850,Alabama,10,Russell,1130,Russell,19548,8405,32,11111
G0101150,1850,Alabama,10,St Clair,1150,St Clair,6829,5501,7,1321
G0101170,1850,Alabama,10,Shelby,1170,Shelby,9536,7153,7,2376
G0101190,1850,Alabama,10,Sumter,1190,Sumter,22250,7369,50,14831
G0101210,1850,Alabama,10,Talladega,1210,Talladega,18624,11617,36,6971
G0101230,1850,Alabama,10,Tallapoosa,1230,Tallapoosa,15584,11511,0,4073
G0101250,1850,Alabama,10,Tuscaloosa,1250,Tuscaloosa,18056,10571,8,7477
G0101270,1850,Alabama,10,Walker,1270,Walker,5124,4857,1,266
G0101290,1850,Alabama,10,Washington,1290,Washington,2713,1195,22,1496
G0101310,1850,Alabama,10,Wilcox,1310,Wilcox,17352,5517,0,11835
G0500010,1850,Arkansas,50,Arkansas,10,Arkansas,3245,1694,13,1538
G0500030,1850,Arkansas,50,Ashley,30,Ashley,2058,1409,5,644
G0500070,1850,Arkansas,50,Benton,70,Benton,3710,3508,1,201
G0500110,1850,Arkansas,50,Bradley,110,Bradley,3829,2601,2,1226
G0500150,1850,Arkansas,50,Carroll,150,Carroll,4614,4391,10,213
G0500170,1850,Arkansas,50,Chicot,170,Chicot,5115,1122,9,3984
G0500190,1850,Arkansas,50,Clark,190,Clark,4070,3113,7,950
G0500290,1850,Arkansas,50,Conway,290,Conway,3583,3339,4,240
G0500330,1850,Arkansas,50,Crawford,330,Crawford,7960,6935,92,933
G0500350,1850,Arkansas,50,Crittenden,350,Crittenden,2648,1842,5,801
G0500390,1850,Arkansas,50,Dallas,390,Dallas,6877,4333,2,2542
G0500410,1850,Arkansas,50,Desha,410,Desha,2911,1685,57,1169
G0500430,1850,Arkansas,50,Drew,430,Drew,3276,2361,0,915
G0500470,1850,Arkansas,50,Franklin,470,Franklin,3972,3497,3,472
G0500490,1850,Arkansas,50,Fulton,490,Fulton,1819,1768,1,50
G0500550,1850,Arkansas,50,Greene,550,Greene,2593,2530,10,53
G0500570,1850,Arkansas,50,Hempstead,570,Hempstead,7672,5180,32,2460
G0500590,1850,Arkansas,50,Hot Spring,590,Hot Spring,3609,3237,11,361
G0500630,1850,Arkansas,50,Independence,630,Independence,7767,6927,12,828
G0500650,1850,Arkansas,50,Izard,650,Izard,3213,3017,0,196
G0500670,1850,Arkansas,50,Jackson,670,Jackson,3086,2517,6,563
G0500690,1850,Arkansas,50,Jefferson,690,Jefferson,5834,3197,16,2621
G0500710,1850,Arkansas,50,Johnson,710,Johnson,5227,4489,7,731
G0500730,1850,Arkansas,50,Lafayette,730,Lafayette,5220,1900,0,3320
G0500750,1850,Arkansas,50,Lawrence,750,Lawrence,5274,4882,4,388
G0500870,1850,Arkansas,50,Madison,870,Madison,4823,4659,0,164
G0500890,1850,Arkansas,50,Marion,890,Marion,2308,2053,129,126
G0500930,1850,Arkansas,50,Mississippi,930,Mississippi,2368,1496,7,865
G0500950,1850,Arkansas,50,Monroe,950,Monroe,2049,1651,3,395
G0500970,1850,Arkansas,50,Montgomery,970,Montgomery,1958,1891,1,66
G0501010,1850,Arkansas,50,Newton,1010,Newton,1758,1704,7,47
G0501030,1850,Arkansas,50,Ouachita,1030,Ouachita,9591,6285,2,3304
G0501050,1850,Arkansas,50,Perry,1050,Perry,978,957,6,15
G0501070,1850,Arkansas,50,Phillips,1070,Phillips,6935,4341,3,2591
G0501090,1850,Arkansas,50,Pike,1090,Pike,1861,1751,0,110
G0501110,1850,Arkansas,50,Poinsett,1110,Poinsett,2308,2026,3,279
G0501130,1850,Arkansas,50,Polk,1130,Polk,1263,1196,0,67
G0501150,1850,Arkansas,50,Pope,1150,Pope,4710,4231,0,479
G0501170,1850,Arkansas,50,Prairie,1170,Prairie,2097,1812,12,273
G0501190,1850,Arkansas,50,Pulaski,1190,Pulaski,5657,4506,32,1119
G0501210,1850,Arkansas,50,Randolph,1210,Randolph,3275,3029,3,243
G0501230,1850,Arkansas,50,St Francis,1230,St Francis,4479,3770,2,707
G0501250,1850,Arkansas,50,Saline,1250,Saline,3903,3394,6,503
G0501270,1850,Arkansas,50,Scott,1270,Scott,3083,2921,16,146
G0501290,1850,Arkansas,50,Searcy,1290,Searcy,1979,1950,0,29
G0501330,1850,Arkansas,50,Sevier,1330,Sevier,4240,2837,31,1372
G0501390,1850,Arkansas,50,Union,1390,Union,10298,5526,5,4767
G0501410,1850,Arkansas,50,Van Buren,1410,Van Buren,2864,2761,0,103
G0501430,1850,Arkansas,50,Washington,1430,Washington,9970,8757,14,1199
G0501450,1850,Arkansas,50,White,1450,White,2619,2309,2,308
G0501490,1850,Arkansas,50,Yell,1490,Yell,3341,2902,15,424
G0600070,1850,California,60,Butte,70,Butte,3574,3541,33,0
G0600090,1850,California,60,Calaveras,90,Calaveras,16884,16802,82,0
G0600110,1850,California,60,Colusa,110,Colusa,115,115,0,0
G0600115,1850,California,60,Colusa-Shasta-Trinity [multi-county reporting area],115,Colusa-Shasta-Trinity (multi-county reporting area),,,,
G0600130,1850,California,60,Contra Costa,130,Contra Costa,,,,
G0600170,1850,California,60,El Dorado,170,El Dorado,20057,19908,149,0
G0600370,1850,California,60,Los Angeles,370,Los Angeles,3530,3518,12,0
G0600410,1850,California,60,Marin,410,Marin,323,321,2,0
G0600430,1850,California,60,Mariposa,430,Mariposa,4379,4184,195,0
G0600450,1850,California,60,Mendocino,450,Mendocino,55,55,0,0
G0600530,1850,California,60,Monterey,530,Monterey,1872,1854,18,0
G0600550,1850,California,60,Napa,550,Napa,405,405,0,0
G0600670,1850,California,60,Sacramento,670,Sacramento,9087,8875,212,0
G0600730,1850,California,60,San Diego,730,San Diego,798,790,8,0
G0600750,1850,California,60,San Francisco,750,San Francisco,,,,
G0600770,1850,California,60,San Joaquin,770,San Joaquin,3647,3616,31,0
G0600790,1850,California,60,San Luis Obispo,790,San Luis Obispo,336,335,1,0
G0600830,1850,California,60,Santa Barbara,830,Santa Barbara,1185,1181,4,0
G0600850,1850,California,60,Santa Clara,850,Santa Clara,,,,
G0600870,1850,California,60,Santa Cruz,870,Santa Cruz,643,643,0,0
G0600890,1850,California,60,Shasta,890,Shasta,378,378,0,0
G0600950,1850,California,60,Solano,950,Solano,580,543,37,0
G0600970,1850,California,60,Sonoma,970,Sonoma,560,559,1,0
G0601010,1850,California,60,Sutter,1010,Sutter,3444,3424,20,0
G0601050,1850,California,60,Trinity,1050,Trinity,1635,1617,18,0
G0601090,1850,California,60,Tuolumne,1090,Tuolumne,8351,8288,63,0
G0601130,1850,California,60,Yolo,1130,Yolo,1086,1076,10,0
G0601150,1850,California,60,Yuba,1150,Yuba,9673,9607,66,0
G0900010,1850,Connecticut,90,Fairfield,10,Fairfield,59775,58319,1456,0
G0900030,1850,Connecticut,90,Hartford,30,Hartford,69967,68707,1260,0
G0900050,1850,Connecticut,90,Litchfield,50,Litchfield,45253,44222,1031,0
G0900070,1850,Connecticut,90,Middlesex,70,Middlesex,27216,26927,289,0
G0900090,1850,Connecticut,90,New Haven,90,New Haven,65588,64159,1429,0
G0900110,1850,Connecticut,90,New London,110,New London,51821,50313,1508,0
G0900130,1850,Connecticut,90,Tolland,130,Tolland,20091,19946,145,0
G0900150,1850,Connecticut,90,Windham,150,Windham,31081,30506,575,0
G1000010,1850,Delaware,100,Kent,10,Kent,22816,16084,6385,347
G1000030,1850,Delaware,100,New Castle,30,New Castle,42780,34765,7621,394
G1000050,1850,Delaware,100,Sussex,50,Sussex,25936,20320,4067,1549
G1100017,1850,District Of Columbia,110,Georgetown,17,Georgetown,8366,6080,1561,725
G1100075,1850,District Of Columbia,110,Rural Washington county,75,Rural Washington county,3320,2131,340,849
G1100115,1850,District Of Columbia,110,Washington City,115,Washington City,40001,29730,8158,2113
G1200010,1850,Florida,120,Alachua,10,Alachua,2524,1617,1,906
G1200065,1850,Florida,120,Benton,65,Benton,926,604,0,322
G1200130,1850,Florida,120,Calhoun,130,Calhoun,1377,886,38,453
G1200230,1850,Florida,120,Columbia,230,Columbia,4808,3541,1,1266
G1200250,1850,Florida,120,Dade,250,Dade,159,147,1,11
G1200310,1850,Florida,120,Duval,310,Duval,4539,2338,95,2106
G1200330,1850,Florida,120,Escambia,330,Escambia,4351,2644,375,1332
G1200370,1850,Florida,120,Franklin,370,Franklin,1561,1184,0,377
G1200390,1850,Florida,120,Gadsden,390,Gadsden,8784,3897,7,4880
G1200470,1850,Florida,120,Hamilton,470,Hamilton,2511,1817,9,685
G1200570,1850,Florida,120,Hillsborough,570,Hillsborough,2377,1706,11,660
G1200590,1850,Florida,120,Holmes,590,Holmes,1205,1037,5,163
G1200630,1850,Florida,120,Jackson,630,Jackson,6639,3075,30,3534
G1200650,1850,Florida,120,Jefferson,650,Jefferson,7718,2775,5,4938
G1200730,1850,Florida,120,Leon,730,Leon,11442,3183,56,8203
G1200750,1850,Florida,120,Levy,750,Levy,465,320,0,145
G1200790,1850,Florida,120,Madison,790,Madison,5490,2802,0,2688
G1200830,1850,Florida,120,Marion,830,Marion,3338,2068,1,1269
G1200870,1850,Florida,120,Monroe,870,Monroe,2645,2088,126,431
G1200890,1850,Florida,120,Nassau,890,Nassau,2164,1061,26,1077
G1200950,1850,Florida,120,Orange,950,Orange,466,238,2,226
G1201070,1850,Florida,120,Putnam,1070,Putnam,687,473,10,204
G1201090,1850,Florida,120,St Johns,1090,St Johns,2525,1417,115,993
G1201115,1850,Florida,120,St Lucie (old),1115,St Lucie (old),139,111,1,27
G1201130,1850,Florida,120,Santa Rosa,1130,Santa Rosa,2883,2095,4,784
G1201290,1850,Florida,120,Wakulla,1290,Wakulla,1955,1164,1,790
G1201310,1850,Florida,120,Walton,1310,Walton,1817,1481,0,336
G1201330,1850,Florida,120,Washington,1330,Washington,1950,1434,12,504
G1300010,1850,Georgia,130,Appling,10,Appling,2949,2520,25,404
G1300070,1850,Georgia,130,Baker,70,Baker,8120,4351,4,3765
G1300090,1850,Georgia,130,Baldwin,90,Baldwin,8148,3519,27,4602
G1300210,1850,Georgia,130,Bibb,210,Bibb,12699,7009,53,5637
G1300290,1850,Georgia,130,Bryan,290,Bryan,3424,1164,15,2245
G1300310,1850,Georgia,130,Bulloch,310,Bulloch,4300,2840,0,1460
G1300330,1850,Georgia,130,Burke,330,Burke,16100,5118,150,10832
G1300350,1850,Georgia,130,Butts,350,Butts,6488,3680,3,2805
G1300390,1850,Georgia,130,Camden,390,Camden,6319,2069,4,4246
G1300395,1850,Georgia,130,Campbell,395,Campbell,7232,5718,7,1507
G1300450,1850,Georgia,130,Carroll,450,Carroll,9357,8252,4,1101
G1300455,1850,Georgia,130,Cass,455,Cass,13300,10271,21,3008
G1300458,1850,Georgia,130,Cass-Cordon [multi-county reporting area],458,Cass-Cordon (multi-county reporting area),,,,
G1300510,1850,Georgia,130,Chatham,510,Chatham,23901,9152,731,14018
G1300550,1850,Georgia,130,Chattooga,550,Chattooga,6815,5131,4,1680
G1300570,1850,Georgia,130,Cherokee,570,Cherokee,12800,11630,13,1157
G1300590,1850,Georgia,130,Clarke,590,Clarke,11119,5513,17,5589
G1300650,1850,Georgia,130,Clinch,650,Clinch,637,506,2,129
G1300670,1850,Georgia,130,Cobb,670,Cobb,13843,11568,3,2272
G1300730,1850,Georgia,130,Columbia,730,Columbia,11961,3617,72,8272
G1300770,1850,Georgia,130,Coweta,770,Coweta,13635,8202,18,5415
G1300790,1850,Georgia,130,Crawford,790,Crawford,8984,4342,13,4629
G1300830,1850,Georgia,130,Dade,830,Dade,2680,2532,0,148
G1300870,1850,Georgia,130,Decatur,870,Decatur,8262,4618,5,3639
G1300890,1850,Georgia,130,DeKalb,890,De Kalb,14328,11372,32,2924
G1300930,1850,Georgia,130,Dooly,930,Dooly,8361,5580,6,2775
G1300990,1850,Georgia,130,Early,990,Early,7246,3716,1,3529
G1301030,1850,Georgia,130,Effingham,1030,Effingham,3864,2007,9,1848
G1301050,1850,Georgia,130,Elbert,1050,Elbert,12959,6676,16,6267
G1301070,1850,Georgia,130,Emanuel,1070,Emanuel,4577,3591,24,962
G1301130,1850,Georgia,130,Fayette,1130,Fayette,8709,6741,3,1965
G1301150,1850,Georgia,130,Floyd,1150,Floyd,8205,5202,4,2999
G1301170,1850,Georgia,130,Forsyth,1170,Forsyth,8850,7812,11,1027
G1301190,1850,Georgia,130,Franklin,1190,Franklin,11513,9076,55,2382
G1301230,1850,Georgia,130,Gilmer,1230,Gilmer,8440,8236,4,200
G1301270,1850,Georgia,130,Glynn,1270,Glynn,4933,696,5,4232
G1301290,1850,Georgia,130,Gordon,1290,Gordon,5984,5156,0,828
G1301330,1850,Georgia,130,Greene,1330,Greene,13068,4744,58,8266
G1301350,1850,Georgia,130,Gwinnett,1350,Gwinnett,11257,8952,11,2294
G1301370,1850,Georgia,130,Habersham,1370,Habersham,8895,7675,2,1218
G1301390,1850,Georgia,130,Hall,1390,Hall,8713,7370,7,1336
G1301410,1850,Georgia,130,Hancock,1410,Hancock,11578,4210,62,7306
G1301450,1850,Georgia,130,Harris,1450,Harris,14721,6709,30,7982
G1301490,1850,Georgia,130,Heard,1490,Heard,6923,4520,3,2400
G1301510,1850,Georgia,130,Henry,1510,Henry,14726,9742,15,4969
G1301530,1850,Georgia,130,Houston,1530,Houston,16450,6510,16,9924
G1301550,1850,Georgia,130,Irwin,1550,Irwin,3334,2883,1,450
G1301570,1850,Georgia,130,Jackson,1570,Jackson,9768,6808,19,2941
G1301590,1850,Georgia,130,Jasper,1590,Jasper,11486,4321,31,7134
G1301630,1850,Georgia,130,Jefferson,1630,Jefferson,9131,3717,47,5367
G1301690,1850,Georgia,130,Jones,1690,Jones,10224,3899,46,6279
G1301750,1850,Georgia,130,Laurens,1750,Laurens,6442,3459,9,2974
G1301770,1850,Georgia,130,Lee,1770,Lee,6660,3025,8,3627
G1301790,1850,Georgia,130,Liberty,1790,Liberty,7926,2002,16,5908
G1301810,1850,Georgia,130,Lincoln,1810,Lincoln,5998,2187,31,3780
G1301850,1850,Georgia,130,Lowndes,1850,Lowndes,7714,5339,20,2355
G1301870,1850,Georgia,130,Lumpkin,1870,Lumpkin,8955,7995,21,939
G1301910,1850,Georgia,130,McIntosh,1910,Mcintosh,6027,1326,72,4629
G1301930,1850,Georgia,130,Macon,1930,Macon,7052,4088,3,2961
G1301950,1850,Georgia,130,Madison,1950,Madison,5703,3763,7,1933
G1301970,1850,Georgia,130,Marion,1970,Marion,10280,6667,9,3604
G1301990,1850,Georgia,130,Meriwether,1990,Meriwether,16476,8481,2,7993
G1302070,1850,Georgia,130,Monroe,2070,Monroe,16985,6810,5,10170
G1302090,1850,Georgia,130,Montgomery,2090,Montgomery,2154,1541,0,613
G1302110,1850,Georgia,130,Morgan,2110,Morgan,10744,3634,16,7094
G1302130,1850,Georgia,130,Murray,2130,Murray,14433,12492,11,1930
G1302150,1850,Georgia,130,Muscogee,2150,Muscogee,18578,10355,67,8156
G1302170,1850,Georgia,130,Newton,2170,Newton,13296,8077,32,5187
G1302210,1850,Georgia,130,Oglethorpe,2210,Oglethorpe,12259,4382,3,7874
G1302230,1850,Georgia,130,Paulding,2230,Paulding,7039,5560,2,1477
G1302310,1850,Georgia,130,Pike,2310,Pike,14306,8686,62,5558
G1302350,1850,Georgia,130,Pulaski,2350,Pulaski,6627,3784,39,2804
G1302370,1850,Georgia,130,Putnam,2370,Putnam,10794,3300,26,7468
G1302410,1850,Georgia,130,Rabun,2410,Rabun,2448,2338,0,110
G1302430,1850,Georgia,130,Randolph,2430,Randolph,12868,7857,3,5008
G1302450,1850,Georgia,130,Richmond,2450,Richmond,16246,8153,281,7812
G1302510,1850,Georgia,130,Screven,2510,Screven,6847,3173,1,3673
G1302590,1850,Georgia,130,Stewart,2590,Stewart,16027,8649,5,7373
G1302610,1850,Georgia,130,Sumter,2610,Sumter,10322,6469,18,3835
G1302630,1850,Georgia,130,Talbot,2630,Talbot,16534,7793,18,8723
G1302650,1850,Georgia,130,Taliaferro,2650,Taliaferro,5146,2051,51,3044
G1302670,1850,Georgia,130,Tattnall,2670,Tattnall,3227,2378,18,831
G1302710,1850,Georgia,130,Telfair,2710,Telfair,3026,2096,0,930
G1302750,1850,Georgia,130,Thomas,2750,Thomas,10103,4943,4,5156
G1302850,1850,Georgia,130,Troup,2850,Troup,16879,7791,40,9048
G1302890,1850,Georgia,130,Twiggs,2890,Twiggs,8179,3517,42,4620
G1302910,1850,Georgia,130,Union,2910,Union,7234,6955,1,278
G1302930,1850,Georgia,130,Upson,2930,Upson,9424,4720,0,4704
G1302950,1850,Georgia,130,Walker,2950,Walker,13109,11408,37,1664
G1302970,1850,Georgia,130,Walton,2970,Walton,10821,6895,17,3909
G1302990,1850,Georgia,130,Ware,2990,Ware,3888,3597,3,288
G1303010,1850,Georgia,130,Warren,3010,Warren,12425,6158,159,6108
G1303030,1850,Georgia,130,Washington,3030,Washington,11766,5991,37,5738
G1303050,1850,Georgia,130,Wayne,3050,Wayne,1499,1088,5,406
G1303170,1850,Georgia,130,Wilkes,3170,Wilkes,12107,3805,21,8281
G1303190,1850,Georgia,130,Wilkinson,3190,Wilkinson,8296,5551,0,2745
G1700010,1850,Illinois,170,Adams,10,Adams,26508,26369,139,0
G1700030,1850,Illinois,170,Alexander,30,Alexander,2484,2464,20,0
G1700050,1850,Illinois,170,Bond,50,Bond,6144,6136,8,0
G1700070,1850,Illinois,170,Boone,70,Boone,7624,7618,6,0
G1700090,1850,Illinois,170,Brown,90,Brown,7198,7182,16,0
G1700110,1850,Illinois,170,Bureau,110,Bureau,8841,8831,10,0
G1700130,1850,Illinois,170,Calhoun,130,Calhoun,3231,3230,1,0
G1700150,1850,Illinois,170,Carroll,150,Carroll,4586,4583,3,0
G1700170,1850,Illinois,170,Cass,170,Cass,7253,7248,5,0
G1700190,1850,Illinois,170,Champaign,190,Champaign,2649,2647,2,0
G1700210,1850,Illinois,170,Christian,210,Christian,3203,3203,0,0
G1700230,1850,Illinois,170,Clark,230,Clark,9532,9494,38,0
G1700250,1850,Illinois,170,Clay,250,Clay,4289,4268,21,0
G1700270,1850,Illinois,170,Clinton,270,Clinton,5139,5002,137,0
G1700290,1850,Illinois,170,Coles,290,Coles,9335,9299,36,0
G1700310,1850,Illinois,170,Cook,310,Cook,43385,43007,378,0
G1700330,1850,Illinois,170,Crawford,330,Crawford,7135,7118,17,0
G1700350,1850,Illinois,170,Cumberland,350,Cumberland,3718,3718,0,0
G1700370,1850,Illinois,170,DeKalb,370,De Kalb,7540,7539,1,0
G1700390,1850,Illinois,170,De Witt,390,De Witt,5002,5001,1,0
G1700430,1850,Illinois,170,Dupage,430,Du Page,9290,9287,3,0
G1700450,1850,Illinois,170,Edgar,450,Edgar,10692,10640,52,0
G1700470,1850,Illinois,170,Edwards,470,Edwards,3524,3490,34,0
G1700490,1850,Illinois,170,Effingham,490,Effingham,3799,3792,7,0
G1700510,1850,Illinois,170,Fayette,510,Fayette,8075,8027,48,0
G1700550,1850,Illinois,170,Franklin,550,Franklin,5681,5646,35,0
G1700570,1850,Illinois,170,Fulton,570,Fulton,22508,22492,16,0
G1700590,1850,Illinois,170,Gallatin,590,Gallatin,5448,5095,353,0
G1700610,1850,Illinois,170,Greene,610,Greene,12429,12369,60,0
G1700630,1850,Illinois,170,Grundy,630,Grundy,3023,3021,2,0
G1700650,1850,Illinois,170,Hamilton,650,Hamilton,6362,6310,52,0
G1700670,1850,Illinois,170,Hancock,670,Hancock,14652,14633,19,0
G1700690,1850,Illinois,170,Hardin,690,Hardin,2887,2808,79,0
G1700710,1850,Illinois,170,Henderson,710,Henderson,4612,4610,2,0
G1700730,1850,Illinois,170,Henry,730,Henry,3807,3807,0,0
G1700750,1850,Illinois,170,Iroquois,750,Iroquois,4149,4070,79,0
G1700770,1850,Illinois,170,Jackson,770,Jackson,5862,5829,33,0
G1700790,1850,Illinois,170,Jasper,790,Jasper,3220,3206,14,0
G1700810,1850,Illinois,170,Jefferson,810,Jefferson,8109,8083,26,0
G1700830,1850,Illinois,170,Jersey,830,Jersey,7354,7300,54,0
G1700850,1850,Illinois,170,Jo Daviess,850,Jo Daviess,18604,18386,218,0
G1700870,1850,Illinois,170,Johnson,870,Johnson,4114,4097,17,0
G1700890,1850,Illinois,170,Kane,890,Kane,16703,16697,6,0
G1700930,1850,Illinois,170,Kendall,930,Kendall,7730,7724,6,0
G1700950,1850,Illinois,170,Knox,950,Knox,13279,13197,82,0
G1700970,1850,Illinois,170,Lake,970,Lake,14226,14187,39,0
G1700990,1850,Illinois,170,La Salle,990,La Salle,17815,17799,16,0
G1701010,1850,Illinois,170,Lawrence,1010,Lawrence,6121,5843,278,0
G1701030,1850,Illinois,170,Lee,1030,Lee,5292,5288,4,0
G1701050,1850,Illinois,170,Livingston,1050,Livingston,1552,1552,0,0
G1701070,1850,Illinois,170,Logan,1070,Logan,5128,5128,0,0
G1701090,1850,Illinois,170,McDonough,1090,Mcdonough,7616,7611,5,0
G1701110,1850,Illinois,170,McHenry,1110,Mchenry,14978,14975,3,0
G1701130,1850,Illinois,170,McLean,1130,Mclean,10163,10121,42,0
G1701150,1850,Illinois,170,Macon,1150,Macon,3988,3985,3,0
G1701170,1850,Illinois,170,Macoupin,1170,Macoupin,12355,12272,83,0
G1701190,1850,Illinois,170,Madison,1190,Madison,20441,19992,449,0
G1701210,1850,Illinois,170,Marion,1210,Marion,6720,6716,4,0
G1701230,1850,Illinois,170,Marshall,1230,Marshall,5180,5178,2,0
G1701250,1850,Illinois,170,Mason,1250,Mason,5921,5898,23,0
G1701270,1850,Illinois,170,Massac,1270,Massac,4092,4070,22,0
G1701290,1850,Illinois,170,Menard,1290,Menard,6349,6328,21,0
G1701310,1850,Illinois,170,Mercer,1310,Mercer,5246,5244,2,0
G1701330,1850,Illinois,170,Monroe,1330,Monroe,7679,7633,46,0
G1701350,1850,Illinois,170,Montgomery,1350,Montgomery,6277,6258,19,0
G1701370,1850,Illinois,170,Morgan,1370,Morgan,16064,15939,125,0
G1701390,1850,Illinois,170,Moultrie,1390,Moultrie,3234,3225,9,0
G1701410,1850,Illinois,170,Ogle,1410,Ogle,10020,9990,30,0
G1701430,1850,Illinois,170,Peoria,1430,Peoria,17547,17461,86,0
G1701450,1850,Illinois,170,Perry,1450,Perry,5278,5267,11,0
G1701470,1850,Illinois,170,Piatt,1470,Piatt,1606,1606,0,0
G1701490,1850,Illinois,170,Pike,1490,Pike,18819,18776,43,0
G1701510,1850,Illinois,170,Pope,1510,Pope,3975,3871,104,0
G1701530,1850,Illinois,170,Pulaski,1530,Pulaski,2265,2257,8,0
G1701550,1850,Illinois,170,Putnam,1550,Putnam,3924,3920,4,0
G1701570,1850,Illinois,170,Randolph,1570,Randolph,11079,10696,383,0
G1701590,1850,Illinois,170,Richland,1590,Richland,4012,4002,10,0
G1701610,1850,Illinois,170,Rock Island,1610,Rock Island,6937,6935,2,0
G1701630,1850,Illinois,170,St Clair,1630,St Clair,20180,19599,581,0
G1701650,1850,Illinois,170,Saline,1650,Saline,5588,5495,93,0
G1701670,1850,Illinois,170,Sangamon,1670,Sangamon,19228,18975,253,0
G1701690,1850,Illinois,170,Schuyler,1690,Schuyler,10573,10547,26,0
G1701710,1850,Illinois,170,Scott,1710,Scott,7914,7902,12,0
G1701730,1850,Illinois,170,Shelby,1730,Shelby,7807,7762,45,0
G1701750,1850,Illinois,170,Stark,1750,Stark,3710,3710,0,0
G1701770,1850,Illinois,170,Stephenson,1770,Stephenson,11666,11658,8,0
G1701790,1850,Illinois,170,Tazewell,1790,Tazewell,12052,12016,36,0
G1701810,1850,Illinois,170,Union,1810,Union,7615,7570,45,0
G1701830,1850,Illinois,170,Vermilion,1830,Vermilion,11492,11481,11,0
G1701850,1850,Illinois,170,Wabash,1850,Wabash,4690,4640,50,0
G1701870,1850,Illinois,170,Warren,1870,Warren,8176,8162,14,0
G1701890,1850,Illinois,170,Washington,1890,Washington,6953,6929,24,0
G1701910,1850,Illinois,170,Wayne,1910,Wayne,6825,6822,3,0
G1701930,1850,Illinois,170,White,1930,White,8925,8816,109,0
